Date,Open,High,Low,Close,Adj Close,Volume
1/1/2020,129.630661,132.835358,129.198288,130.802002,130.802002,7935230330
1/2/2020,130.820038,130.820038,126.95491,127.410179,127.410179,8032709256
1/3/2020,127.411263,134.554016,126.490021,134.171707,134.171707,10476845358
1/4/2020,134.168518,136.052719,133.040558,135.069366,135.069366,7430904515
1/5/2020,135.072098,139.410202,135.045624,136.276779,136.276779,7526675353
1/6/2020,136.305542,144.328186,136.079636,144.304153,144.304153,9093747121
1/7/2020,144.311996,145.00177,140.488876,143.543991,143.543991,9257954672
1/8/2020,143.487823,146.828003,138.268204,141.258133,141.258133,9387194957
1/9/2020,141.155777,141.393982,136.236404,138.979202,138.979202,7697325348
1/10/2020,138.967041,144.167328,135.520401,143.963776,143.963776,9084816203
1/11/2020,143.409103,146.480911,142.207962,142.927109,142.927109,9332208590
1/12/2020,143.032547,146.145859,142.707642,145.873932,145.873932,8528167453
1/13/2020,146.220139,146.791229,142.907135,144.226593,144.226593,8378529470
1/14/2020,144.251053,167.681549,144.064926,165.955353,165.955353,16712318373
1/15/2020,165.734619,170.425674,161.109619,166.230682,166.230682,15173694057
1/16/2020,166.332825,167.058151,159.709641,164.391006,164.391006,13735193018
1/17/2020,164.48938,173.069214,162.775604,170.779953,170.779953,14997091826
1/18/2020,170.747726,178.528778,166.789017,175.365677,175.365677,14929342256
1/19/2020,175.46759,177.247635,163.676865,166.969849,166.969849,13713374132
1/20/2020,166.904129,169.114883,162.331604,167.120514,167.120514,11144529787
1/21/2020,167.060471,169.91011,165.819717,169.697159,169.697159,9789369362
1/22/2020,169.608536,171.008698,166.774231,168.294159,168.294159,9209827928
1/23/2020,168.2957,168.312241,160.295319,162.928558,162.928558,10396868698
1/24/2020,162.899368,164.309448,156.749741,163.051178,163.051178,10657671162
1/25/2020,163.067291,163.227234,158.632477,161.283936,161.283936,8256956802
1/26/2020,161.176819,168.220322,160.281128,168.077103,168.077103,9261861590
1/27/2020,168.00885,172.922913,166.901093,170.930893,170.930893,11004476145
1/28/2020,170.884857,176.370316,170.738068,176.370316,176.370316,11772875064
1/29/2020,176.347885,178.842972,175.050339,175.050339,175.050339,10725267311
1/30/2020,174.917709,186.260483,172.374634,184.690475,184.690475,12604789338
1/31/2020,184.736908,185.405838,176.296814,180.160172,180.160172,11728616394
2/1/2020,180.11377,183.845551,179.745178,183.67395,183.67395,11569697182
2/2/2020,183.532501,193.080399,180.17395,188.617538,188.617538,14054425389
2/3/2020,188.607407,193.43689,188.012695,189.865067,189.865067,12392875241
2/4/2020,189.861725,191.111496,185.403625,189.250595,189.250595,11714191695
2/5/2020,189.299103,206.804001,188.752686,204.23024,204.23024,14865434435
2/6/2020,204.1297,214.597717,201.904068,212.339081,212.339081,16425589683
2/7/2020,212.315887,223.14093,212.304199,222.726059,222.726059,16673443564
2/8/2020,222.510971,226.588089,215.386292,223.146515,223.146515,16741203125
2/9/2020,222.982239,229.864243,222.982239,228.578568,228.578568,15031356241
2/10/2020,228.549133,229.184616,218.080048,223.522705,223.522705,16210008511
